person_age,person_gender,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status,person_education_Bachelor,person_education_Doctorate,person_education_High School,person_education_Master,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE
23.0,1,77071.0,0,4865.0,10.98,0.06,4.0,644,1,0,0,0,1,0,0,0,1,1,0,0,0,0
38.0,1,96586.0,16,2500.0,10.96,0.03,13.0,718,0,0,1,0,0,0,0,0,1,0,0,0,0,1
23.0,0,71325.0,4,4000.0,8.0,0.06,3.0,518,1,0,1,0,0,0,0,0,0,0,0,1,0,0
26.0,1,100810.0,4,8167.0,10.6,0.08,6.0,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.0,1,54826.0,10,8000.0,10.92,0.15,10.0,628,1,0,1,0,0,0,0,0,1,0,0,1,0,0
26.0,0,49263.0,1,12000.0,10.65,0.24,3.0,702,1,0,0,0,0,1,0,0,1,0,0,1,0,0
24.0,1,126860.0,0,20000.0,11.48,0.16,3.0,648,1,0,0,0,1,0,0,0,0,0,0,0,0,1
30.0,0,56426.0,8,6000.0,7.1,0.11,6.0,637,1,0,0,0,0,0,0,0,0,0,0,0,1,0
22.0,0,37164.0,0,3000.0,10.41,0.08,2.0,683,0,0,0,0,0,0,0,1,0,0,0,0,1,0
24.0,1,107125.0,2,3000.0,6.26,0.03,2.0,613,1,0,0,0,0,0,0,0,0,0,0,1,0,0
33.0,1,198776.0,7,5578.0,7.64,0.03,10.0,634,1,0,0,0,0,1,0,0,1,1,0,0,0,0
27.0,1,97213.0,0,15000.0,15.58,0.15,3.0,577,1,0,1,0,0,0,0,0,0,1,0,0,0,0
26.0,1,85350.0,4,7000.0,7.36,0.08,5.0,583,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36.0,0,44236.0,11,2500.0,9.76,0.06,13.0,641,1,0,0,0,0,0,0,0,1,0,0,0,0,1
24.0,1,48473.0,0,6000.0,7.98,0.12,4.0,638,1,0,0,0,0,0,0,0,0,0,0,1,0,0
22.0,1,58878.0,0,5000.0,11.02,0.08,3.0,629,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25.0,1,88857.0,0,14000.0,13.03,0.16,3.0,657,0,0,0,0,1,0,0,0,1,0,0,0,1,0
21.0,1,51622.0,1,7000.0,15.02,0.14,4.0,553,1,0,1,0,0,0,0,0,1,1,0,0,0,0
27.0,1,55082.0,5,15000.0,14.98,0.27,7.0,560,0,0,0,0,1,0,0,0,0,0,0,0,0,1
26.0,0,45214.0,6,9000.0,9.61,0.2,4.0,679,0,0,1,0,0,0,0,0,1,0,0,1,0,0
23.0,1,36714.0,0,4093.0,14.2,0.11,4.0,513,1,0,1,0,0,0,0,0,1,1,0,0,0,0
24.0,0,48818.0,2,11000.0,10.98,0.23,4.0,667,1,0,0,0,0,1,0,0,1,0,0,0,1,0
26.0,1,34484.0,3,5187.0,12.03,0.15,4.0,698,0,0,1,0,0,0,0,0,1,0,0,1,0,0
29.0,1,51402.0,3,9018.0,12.7,0.18,5.0,533,0,0,1,0,0,0,0,0,1,0,0,0,1,0
24.0,1,82358.0,0,4000.0,10.58,0.05,5.0,647,1,0,1,0,0,0,0,0,0,1,0,0,0,0
22.0,1,73184.0,0,17500.0,7.88,0.24,3.0,522,1,0,0,0,1,0,0,0,0,0,0,0,0,0
23.0,1,49137.0,0,10000.0,11.01,0.2,2.0,504,1,0,0,0,1,0,0,0,1,1,0,0,0,0
25.0,0,58841.0,1,6000.0,10.74,0.1,4.0,671,0,0,1,0,0,0,0,0,1,1,0,0,0,0
31.0,0,75238.0,5,9024.0,11.6,0.12,9.0,621,1,0,1,0,0,0,0,0,1,0,0,1,0,0
26.0,1,144794.0,4,10000.0,12.12,0.07,3.0,549,0,0,0,0,0,1,0,0,0,0,1,0,0,0
32.0,0,75405.0,9,3000.0,7.7,0.04,9.0,655,1,0,0,0,0,0,0,0,1,0,0,0,1,0
32.0,1,64861.0,5,1393.0,11.07,0.02,6.0,711,1,0,1,0,0,0,0,0,0,0,0,0,0,1
26.0,1,44547.0,1,12000.0,11.07,0.27,5.0,592,1,0,1,0,0,0,0,0,0,0,0,0,0,1
31.0,1,145017.0,8,7188.0,9.85,0.05,9.0,552,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24.0,1,145147.0,0,6000.0,12.98,0.04,4.0,611,1,0,1,0,0,0,0,0,0,0,0,0,0,1
22.0,1,31011.0,2,2993.0,11.84,0.1,3.0,630,1,0,0,0,1,0,0,0,1,1,0,0,0,0
27.0,1,90874.0,7,7200.0,10.56,0.08,6.0,688,1,0,1,0,0,0,0,0,0,0,0,0,0,0
23.0,0,97084.0,0,12000.0,12.09,0.12,5.0,632,1,0,0,0,1,0,0,0,1,1,0,0,0,0
24.0,0,60720.0,2,5000.0,10.77,0.08,3.0,654,0,0,0,0,1,0,0,0,1,0,0,0,0,0
34.0,1,576590.0,9,14929.0,14.59,0.03,9.0,651,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27.0,1,61514.0,1,1500.0,12.21,0.02,5.0,697,1,0,0,0,0,1,0,0,1,0,0,0,0,0
25.0,0,175032.0,0,7019.0,10.94,0.04,3.0,565,0,0,1,0,0,0,0,0,0,0,1,0,0,0
52.0,0,55922.0,31,4928.0,11.55,0.09,28.0,628,1,0,0,0,0,1,0,0,1,1,0,0,0,0
28.0,1,30779.0,3,4011.0,11.07,0.13,9.0,690,1,0,0,0,1,0,0,0,1,0,0,0,1,0
34.0,1,180949.0,9,10000.0,12.61,0.06,10.0,684,1,0,0,1,0,0,0,0,0,0,0,1,0,0
25.0,0,72688.0,3,18500.0,13.8,0.25,2.0,619,1,0,0,0,0,0,0,0,0,1,0,0,0,0
34.0,1,47312.0,14,8000.0,10.92,0.17,9.0,705,1,0,1,0,0,0,0,0,0,1,0,0,0,0
23.0,0,70798.0,1,4000.0,8.0,0.06,3.0,656,1,0,0,0,0,1,0,0,0,0,0,1,0,0
45.0,0,43611.0,24,10000.0,10.25,0.23,15.0,646,1,0,0,0,1,0,0,0,1,0,0,1,0,0
30.0,0,72930.0,7,12000.0,11.43,0.16,10.0,647,1,0,0,0,1,0,0,0,1,0,0,0,1,0
41.0,1,129398.0,18,3754.0,12.88,0.03,12.0,669,0,0,0,0,1,0,0,0,1,0,0,0,0,1
24.0,0,90954.0,0,12000.0,6.67,0.13,4.0,632,0,0,0,0,1,0,0,0,0,0,1,0,0,0
27.0,1,54272.0,3,20000.0,10.21,0.37,7.0,571,1,0,1,0,0,0,0,1,0,0,0,0,0,1
24.0,1,61011.0,2,7000.0,11.35,0.11,3.0,706,0,0,0,0,0,1,0,0,1,0,0,0,0,1
26.0,0,33331.0,0,2576.0,12.89,0.08,5.0,699,0,0,0,0,0,0,0,0,1,1,0,0,0,0
25.0,0,193155.0,3,20000.0,14.47,0.1,2.0,685,0,0,0,0,0,0,0,0,1,0,0,0,1,0
23.0,1,79867.0,1,16800.0,13.05,0.21,2.0,618,0,0,0,0,1,0,0,0,0,0,0,0,1,0
22.0,0,52688.0,0,6000.0,7.62,0.11,4.0,491,1,0,0,0,1,0,0,0,1,0,0,0,0,1
25.0,1,68057.0,4,8000.0,7.66,0.12,4.0,669,1,0,1,0,0,0,0,0,0,1,0,0,0,0
25.0,0,45572.0,1,6738.0,9.13,0.15,5.0,697,1,0,0,0,0,1,0,0,1,0,0,0,1,0
23.0,1,69057.0,0,11406.0,10.3,0.17,4.0,559,1,0,1,0,0,0,0,0,0,0,0,1,0,0
25.0,0,47918.0,5,9153.0,10.22,0.19,5.0,650,1,0,1,0,0,0,0,0,1,0,0,1,0,0
25.0,1,83581.0,0,4200.0,8.84,0.05,4.0,682,1,0,1,0,0,0,0,0,0,0,1,0,0,0
24.0,1,121202.0,2,12993.0,11.26,0.11,4.0,657,0,0,0,0,1,0,0,0,0,1,0,0,0,0
22.0,1,34506.0,2,4000.0,12.87,0.12,3.0,625,1,0,1,0,0,0,0,0,1,0,0,0,0,1
28.0,0,94732.0,7,13000.0,11.01,0.14,9.0,632,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28.0,1,43549.0,9,10000.0,10.56,0.23,9.0,624,1,0,0,0,0,1,0,0,1,0,0,1,0,0
27.0,1,84873.0,7,7059.0,12.97,0.08,3.0,706,1,0,0,0,0,1,0,0,1,0,1,0,0,0
30.0,1,85141.0,7,13053.0,8.65,0.15,8.0,575,1,0,0,0,0,0,0,0,1,1,0,0,0,0
25.0,1,48678.0,4,5000.0,12.61,0.1,4.0,656,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26.0,0,39316.0,6,5000.0,6.99,0.13,2.0,657,1,0,1,0,0,0,0,0,1,0,0,1,0,0
27.0,1,70558.0,3,6500.0,13.95,0.09,8.0,682,1,0,1,0,0,0,0,1,0,0,0,1,0,0
23.0,0,121118.0,3,25000.0,11.59,0.21,4.0,662,1,0,0,0,0,0,0,0,0,0,0,0,0,1
26.0,1,48773.0,0,3500.0,8.6,0.07,7.0,554,0,0,0,0,1,0,0,0,0,0,0,0,0,1
31.0,1,129359.0,5,12000.0,13.65,0.09,10.0,583,1,0,0,0,1,0,0,0,0,1,0,0,0,0
22.0,0,49146.0,0,6000.0,12.25,0.12,4.0,717,0,0,0,0,0,1,0,0,1,0,0,0,0,0
37.0,0,21491.0,16,1000.0,15.83,0.05,12.0,586,1,0,0,0,1,0,0,0,1,0,0,0,0,1
36.0,1,64453.0,12,12000.0,11.22,0.19,7.0,584,1,0,0,0,1,0,0,0,1,0,0,0,0,0
37.0,0,44438.0,15,4800.0,10.57,0.11,14.0,675,1,0,0,0,0,0,0,0,0,0,0,0,0,1
29.0,1,175767.0,7,2271.0,9.96,0.01,6.0,583,1,0,1,0,0,0,0,0,0,0,0,1,0,0
23.0,1,54964.0,0,4800.0,13.34,0.09,4.0,529,0,0,0,0,0,0,0,0,1,0,0,0,1,0
30.0,1,146301.0,10,25361.0,16.0,0.17,9.0,580,1,0,1,0,0,0,0,0,0,0,1,0,0,0
32.0,0,116381.0,12,20000.0,12.74,0.17,9.0,626,1,0,0,0,1,0,0,0,0,0,0,0,0,1
26.0,0,44421.0,7,5400.0,8.07,0.12,4.0,640,1,0,1,0,0,0,0,0,0,0,0,1,0,0
28.0,0,81726.0,2,7500.0,9.8,0.09,7.0,638,0,0,0,0,0,0,0,0,1,1,0,0,0,0
25.0,1,73272.0,0,8400.0,12.71,0.11,3.0,647,1,0,0,0,1,0,0,0,1,0,0,0,0,1
24.0,1,47771.0,0,1500.0,15.62,0.03,3.0,610,1,0,0,0,1,0,0,1,0,0,0,0,0,1
25.0,1,49320.0,0,4673.0,11.67,0.09,3.0,635,0,0,0,0,0,1,0,0,0,0,0,1,0,0
44.0,0,403758.0,16,10856.0,11.74,0.03,14.0,635,1,0,1,0,0,0,0,1,0,0,0,0,0,1
26.0,1,133139.0,0,25000.0,11.37,0.19,4.0,638,0,0,1,0,0,0,0,0,0,0,0,0,1,0
25.0,0,72873.0,4,10000.0,11.97,0.14,4.0,595,1,0,0,0,1,0,0,0,0,1,0,0,0,0
31.0,1,180756.0,11,24353.0,10.98,0.13,9.0,666,1,0,0,0,0,0,0,0,0,0,0,0,1,0
29.0,1,39772.0,4,3000.0,10.09,0.08,7.0,620,1,0,0,0,0,0,0,0,0,0,0,0,0,1
40.0,1,121075.0,15,2426.0,9.99,0.02,16.0,670,1,0,1,0,0,0,0,0,0,0,0,0,0,0
34.0,0,156799.0,7,7000.0,12.7,0.04,5.0,644,0,0,1,0,0,0,0,0,0,0,0,0,0,1
33.0,1,42533.0,9,10000.0,9.64,0.24,7.0,711,1,0,1,0,0,0,0,0,0,0,0,1,0,0
22.0,1,92665.0,0,15000.0,10.99,0.16,4.0,594,1,0,0,0,0,0,0,0,0,0,0,0,1,0
28.0,0,151074.0,8,10996.0,11.91,0.07,5.0,593,0,0,1,0,0,0,0,0,1,0,0,0,1,0
28.0,0,47791.0,2,2989.0,8.02,0.06,7.0,582,1,0,1,0,0,0,0,0,0,0,0,1,0,0
29.0,1,73877.0,6,12000.0,6.38,0.16,8.0,654,1,0,0,0,0,0,0,0,1,0,0,0,0,1
26.0,1,123605.0,1,15000.0,13.7,0.12,6.0,614,0,0,1,0,0,0,0,0,0,0,1,0,0,0
34.0,1,48991.0,10,12000.0,10.78,0.24,8.0,676,0,0,0,0,0,1,0,0,1,0,0,1,0,0
28.0,1,152376.0,5,7563.0,13.07,0.05,4.0,639,0,0,0,0,0,1,0,0,0,0,1,0,0,0
38.0,0,71076.0,15,5000.0,8.21,0.07,10.0,683,0,0,1,0,0,0,0,0,1,0,0,0,0,0
45.0,1,63415.0,22,6000.0,9.12,0.09,12.0,650,0,0,0,0,0,0,0,0,1,1,0,0,0,0
22.0,1,29761.0,0,1500.0,11.33,0.05,3.0,669,0,0,0,0,0,1,0,0,1,1,0,0,0,0
30.0,1,64543.0,10,6419.0,12.02,0.1,10.0,624,1,0,0,0,1,0,0,0,0,1,0,0,0,0
37.0,1,89895.0,13,7166.0,6.62,0.08,11.0,621,1,0,0,0,1,0,0,0,0,0,0,1,0,0
24.0,0,30912.0,2,3248.0,13.75,0.11,4.0,606,0,0,0,0,0,0,0,0,1,0,0,1,0,0
29.0,0,48477.0,7,3000.0,8.06,0.06,7.0,733,0,0,1,0,0,0,0,0,0,0,0,0,1,0
30.0,0,117620.0,6,4989.0,13.35,0.04,9.0,610,1,0,0,0,1,0,0,0,0,0,0,0,1,0
27.0,0,96719.0,3,15000.0,11.98,0.16,5.0,570,0,0,0,0,0,1,0,0,0,1,0,0,0,0
27.0,1,132879.0,4,25000.0,11.19,0.19,3.0,685,1,0,1,0,0,0,0,0,0,0,0,0,1,0
22.0,1,92061.0,0,6924.0,11.3,0.08,2.0,697,1,0,0,0,0,1,0,0,1,1,0,0,0,0
29.0,0,84755.0,4,10000.0,13.0,0.12,9.0,689,0,0,0,0,1,0,0,0,1,0,1,0,0,0
23.0,1,192961.0,1,35000.0,13.18,0.18,2.0,657,1,0,1,0,0,0,0,0,0,0,0,0,0,1
32.0,0,54875.0,8,3000.0,11.67,0.05,9.0,701,0,0,0,0,0,1,0,0,1,0,0,1,0,0
26.0,1,67234.0,4,10000.0,12.54,0.15,3.0,646,1,0,1,0,0,0,0,0,1,0,0,0,0,1
25.0,1,85277.0,3,12000.0,9.88,0.14,3.0,623,0,0,0,0,0,0,0,0,1,0,0,0,0,1
24.0,0,43950.0,2,4800.0,13.61,0.11,3.0,649,1,0,0,0,1,0,0,0,0,0,0,0,0,1
36.0,0,1097671.0,16,4824.0,10.71,0.0,11.0,669,1,0,1,0,0,0,0,0,0,0,0,0,1,0
24.0,1,78933.0,5,6246.0,6.95,0.08,2.0,628,1,0,0,0,1,0,0,0,0,0,0,0,1,0
24.0,1,67232.0,0,8000.0,6.98,0.12,4.0,650,1,0,1,0,0,0,0,0,0,0,0,0,0,1
28.0,0,272305.0,5,31131.0,9.73,0.11,6.0,657,0,0,1,0,0,0,0,0,0,0,1,0,0,0
29.0,0,114863.0,5,5000.0,6.53,0.04,4.0,681,0,0,0,0,0,0,0,0,0,0,0,0,1,0
49.0,0,66956.0,28,5000.0,12.38,0.07,14.0,724,1,0,0,0,0,0,0,0,0,1,0,0,0,0
32.0,1,73378.0,12,2500.0,13.4,0.03,6.0,725,1,0,1,0,0,0,0,0,0,1,0,0,0,0
29.0,0,102806.0,9,10000.0,7.88,0.1,9.0,697,1,0,0,0,1,0,0,0,1,0,1,0,0,0
26.0,0,156968.0,1,30000.0,10.94,0.19,5.0,618,1,0,0,0,0,1,0,0,0,0,0,0,0,1
48.0,1,145056.0,25,12000.0,10.99,0.08,12.0,698,1,0,0,0,0,0,0,0,1,0,0,1,0,0
23.0,1,43003.0,0,6000.0,10.83,0.14,4.0,638,1,0,0,0,0,0,0,0,1,1,0,0,0,0
26.0,0,58538.0,4,7000.0,10.61,0.12,2.0,643,1,0,1,0,0,0,0,0,1,1,0,0,0,0
22.0,0,97302.0,0,5000.0,13.15,0.05,2.0,611,1,0,0,0,0,0,0,0,0,0,0,0,0,1
30.0,1,266018.0,8,2577.0,7.96,0.01,6.0,566,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25.0,1,56180.0,2,3852.0,11.01,0.07,3.0,590,1,0,1,0,0,0,0,0,0,0,0,0,1,0
26.0,1,84778.0,3,5012.0,10.17,0.06,4.0,588,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24.0,1,48957.0,2,3600.0,10.1,0.07,4.0,632,1,0,0,0,1,0,0,0,1,0,0,1,0,0
27.0,0,109180.0,6,8000.0,8.13,0.07,5.0,678,1,0,0,0,1,0,0,0,0,1,0,0,0,0
30.0,1,55792.0,8,18000.0,7.66,0.32,9.0,587,1,0,0,0,0,1,0,0,0,0,0,1,0,0
32.0,1,102901.0,10,20000.0,8.98,0.19,5.0,745,0,0,0,0,0,1,0,0,0,0,0,0,0,1
28.0,1,37104.0,2,12000.0,10.16,0.32,4.0,583,1,0,1,0,0,0,0,0,0,1,0,0,0,0
28.0,1,122267.0,5,15000.0,9.33,0.12,9.0,523,1,0,0,0,1,0,0,0,0,0,1,0,0,0
30.0,1,130609.0,6,7134.0,9.0,0.05,6.0,622,0,0,0,0,1,0,0,0,0,0,0,0,1,0
25.0,1,37052.0,3,3000.0,11.51,0.08,4.0,701,1,0,1,0,0,0,0,0,1,0,0,1,0,0
23.0,0,67031.0,1,8000.0,7.49,0.12,3.0,660,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33.0,1,78921.0,11,12000.0,7.54,0.15,7.0,585,1,0,0,0,0,0,0,0,0,0,0,0,1,0
38.0,0,55775.0,13,10000.0,14.8,0.18,16.0,541,1,0,0,0,1,0,0,0,0,0,0,0,0,1
36.0,0,77447.0,14,8000.0,7.05,0.1,6.0,695,1,0,0,0,1,0,0,0,0,0,1,0,0,0
35.0,0,66898.0,13,1448.0,10.73,0.02,5.0,680,1,0,0,0,0,1,0,0,0,1,0,0,0,0
23.0,1,37157.0,3,4200.0,10.2,0.11,4.0,555,1,0,1,0,0,0,0,0,1,0,0,0,0,1
23.0,1,55223.0,0,5000.0,7.38,0.09,4.0,646,0,0,0,0,0,1,0,0,0,0,0,0,0,1
27.0,1,58479.0,4,12000.0,11.67,0.21,4.0,694,1,0,1,0,0,0,0,0,0,0,0,1,0,0
32.0,0,91345.0,9,5600.0,15.96,0.06,9.0,708,0,0,0,0,0,1,0,0,0,0,0,0,1,0
28.0,0,75855.0,4,12000.0,11.56,0.16,6.0,677,1,0,1,0,0,0,0,0,1,0,0,0,0,1
24.0,0,73110.0,0,4000.0,7.72,0.05,3.0,617,1,0,0,0,1,0,0,0,0,1,0,0,0,0
27.0,0,32499.0,3,7052.0,8.84,0.22,7.0,628,1,0,0,0,1,0,0,0,1,0,0,1,0,0
29.0,0,75128.0,6,10000.0,12.69,0.13,4.0,682,0,0,1,0,0,0,0,0,0,1,0,0,0,0
24.0,1,52104.0,0,2029.0,6.22,0.04,3.0,606,1,0,0,0,1,0,0,1,0,1,0,0,0,0
30.0,1,79074.0,6,23839.0,17.15,0.3,8.0,685,1,0,0,0,0,0,0,0,0,1,0,0,0,0
25.0,1,18339.0,1,2000.0,10.55,0.11,4.0,690,1,0,0,0,0,1,0,0,1,0,0,0,0,1
40.0,0,106514.0,19,8000.0,9.37,0.08,11.0,640,0,0,0,0,1,0,0,0,0,0,0,1,0,0
36.0,0,35851.0,11,3479.0,10.54,0.1,11.0,631,1,0,1,0,0,0,0,0,1,0,0,0,0,1
34.0,1,31169.0,9,3730.0,12.45,0.12,7.0,597,1,0,0,0,1,0,0,0,1,0,0,0,0,0
28.0,0,47102.0,5,3568.0,12.79,0.08,7.0,594,1,0,0,0,0,1,0,0,1,0,0,0,0,0
22.0,1,66548.0,4,2500.0,11.3,0.04,4.0,638,1,0,0,0,1,0,0,0,1,0,0,0,1,0
22.0,0,42454.0,0,3000.0,13.71,0.07,3.0,570,1,0,0,0,0,0,0,0,1,1,0,0,0,0
24.0,0,54941.0,0,4650.0,10.0,0.08,2.0,588,1,0,0,0,1,0,0,0,0,0,0,0,0,0
35.0,0,35560.0,11,1178.0,11.89,0.03,11.0,657,1,0,1,0,0,0,0,0,1,0,0,1,0,0
34.0,1,63558.0,12,15000.0,11.56,0.24,12.0,686,1,0,0,0,0,0,0,0,1,0,0,0,0,1
23.0,0,51167.0,3,12000.0,13.83,0.23,3.0,659,0,0,1,0,0,0,0,0,0,0,0,0,1,0
30.0,0,216348.0,7,7882.0,12.73,0.04,10.0,619,1,0,0,0,1,0,0,0,0,0,0,0,1,0
23.0,0,73146.0,0,2062.0,13.29,0.03,3.0,661,1,0,1,0,0,0,0,0,1,1,0,0,0,0
23.0,0,71632.0,0,11000.0,10.61,0.15,4.0,560,1,0,0,0,1,0,0,0,1,0,0,0,1,0
29.0,1,111336.0,6,15000.0,7.86,0.13,10.0,654,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29.0,1,60928.0,4,21856.0,12.23,0.36,10.0,705,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34.0,0,64077.0,9,2315.0,7.22,0.04,12.0,609,0,0,1,0,0,0,0,0,1,0,0,0,1,0
25.0,1,75297.0,0,6510.0,9.93,0.09,4.0,587,1,0,1,0,0,0,0,0,0,0,0,1,0,0
26.0,0,43914.0,3,7500.0,11.67,0.17,4.0,643,1,0,1,0,0,0,0,0,0,1,0,0,0,0
33.0,0,100995.0,12,13137.0,8.61,0.13,9.0,668,1,0,0,0,0,0,0,0,0,0,0,0,1,0
27.0,0,61498.0,3,11000.0,9.56,0.18,5.0,646,1,0,1,0,0,0,0,0,0,0,0,0,0,1
25.0,0,91885.0,4,14479.0,10.64,0.16,4.0,627,1,0,0,0,1,0,0,0,0,0,0,1,0,0
26.0,1,78953.0,0,15000.0,11.47,0.19,5.0,577,0,0,0,0,1,0,0,0,0,1,0,0,0,0
30.0,1,88822.0,5,10807.0,9.01,0.12,6.0,559,1,0,0,0,0,1,0,0,0,0,0,0,1,0
41.0,0,90988.0,18,12000.0,7.7,0.13,14.0,668,0,0,1,0,0,0,0,0,1,1,0,0,0,0
25.0,0,53752.0,1,10000.0,8.89,0.19,2.0,630,0,0,0,0,0,1,0,0,1,0,0,0,1,0
25.0,1,60676.0,0,8300.0,9.56,0.14,5.0,540,1,0,1,0,0,0,0,0,0,0,1,0,0,0
29.0,0,107977.0,7,8000.0,12.84,0.07,5.0,683,1,0,0,0,0,0,0,1,0,0,0,0,0,1
31.0,1,122260.0,8,5000.0,8.47,0.04,5.0,608,0,0,1,0,0,0,0,0,0,0,1,0,0,0
25.0,0,75505.0,0,3621.0,7.17,0.05,4.0,660,1,0,0,0,0,0,0,0,0,0,0,0,0,1
27.0,1,60998.0,6,8399.0,14.68,0.14,4.0,579,1,0,1,0,0,0,0,0,1,0,1,0,0,0
32.0,1,151155.0,9,8000.0,8.79,0.05,10.0,639,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22.0,1,66109.0,0,3500.0,6.39,0.05,3.0,649,1,0,0,0,0,1,0,0,1,0,1,0,0,0
24.0,1,44544.0,0,6400.0,11.46,0.14,4.0,602,1,0,1,0,0,0,0,0,0,1,0,0,0,0
24.0,1,70581.0,2,1467.0,8.75,0.02,4.0,487,1,0,1,0,0,0,0,0,1,0,0,0,0,0
31.0,1,29803.0,4,2500.0,7.62,0.08,6.0,682,0,0,0,0,0,0,0,0,1,0,0,1,0,0
27.0,0,152216.0,3,8000.0,11.63,0.05,5.0,603,1,0,1,0,0,0,0,0,0,0,0,0,1,0
26.0,1,75365.0,3,17000.0,6.8,0.23,5.0,654,1,0,0,0,0,1,0,0,0,1,0,0,0,0
24.0,0,36745.0,1,10000.0,12.45,0.27,3.0,638,1,0,0,0,1,0,0,1,0,1,0,0,0,0
28.0,0,120795.0,8,20000.0,8.93,0.17,6.0,715,1,0,0,0,0,0,0,0,0,1,0,0,0,0
29.0,1,97141.0,7,22325.0,10.98,0.23,9.0,723,0,0,1,0,0,0,0,0,0,0,0,0,0,1
28.0,1,103133.0,6,4444.0,7.02,0.04,5.0,670,0,0,0,0,0,1,0,0,0,0,0,0,1,0
21.0,0,34474.0,3,4000.0,11.74,0.12,3.0,623,0,0,0,0,0,0,0,0,1,0,0,1,0,0
37.0,0,65698.0,14,8000.0,11.01,0.12,15.0,599,1,0,0,0,1,0,0,0,0,0,0,1,0,0
26.0,0,60939.0,6,11414.0,7.79,0.19,4.0,582,1,0,1,0,0,0,0,0,0,0,0,0,1,0
31.0,0,54601.0,9,7500.0,8.0,0.14,9.0,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.0,0,73048.0,0,7500.0,9.85,0.1,4.0,504,1,0,0,0,1,0,0,0,1,0,0,0,1,0
32.0,1,47097.0,13,10000.0,10.25,0.21,8.0,650,1,0,1,0,0,0,0,0,0,0,0,0,0,1
25.0,1,181146.0,2,25000.0,10.75,0.14,2.0,671,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27.0,0,91583.0,4,18044.0,10.12,0.2,7.0,599,1,0,1,0,0,0,0,0,0,0,0,1,0,0
23.0,1,79222.0,0,12000.0,10.96,0.15,3.0,555,1,0,0,0,0,0,0,0,0,1,0,0,0,0
30.0,1,37062.0,6,8000.0,12.99,0.22,9.0,666,1,0,0,0,0,1,0,0,1,0,0,0,1,0
31.0,0,40324.0,7,3000.0,11.05,0.07,5.0,671,1,0,0,0,0,0,0,0,0,0,0,1,0,0
25.0,0,115039.0,3,6545.0,8.05,0.06,3.0,626,1,0,1,0,0,0,0,0,0,1,0,0,0,0
31.0,1,66823.0,8,4015.0,11.0,0.06,7.0,530,1,0,0,0,1,0,0,0,0,0,0,0,1,0
23.0,1,58732.0,0,7748.0,7.88,0.13,3.0,636,1,0,1,0,0,0,0,0,0,0,1,0,0,0
32.0,0,73213.0,10,10000.0,7.06,0.14,9.0,611,0,0,0,0,0,0,0,0,1,0,0,0,0,1
24.0,0,48829.0,3,10000.0,11.55,0.2,3.0,653,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33.0,1,39914.0,12,6537.0,11.83,0.16,8.0,653,0,0,0,0,1,0,0,0,0,0,0,1,0,0
28.0,1,49280.0,4,10000.0,10.26,0.2,6.0,640,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31.0,1,115023.0,9,2500.0,13.72,0.02,7.0,638,1,0,0,0,0,0,0,0,1,0,0,0,0,0
26.0,1,67115.0,0,6000.0,7.11,0.09,4.0,518,1,0,0,0,0,0,0,0,1,0,0,0,0,0
27.0,0,38896.0,0,6000.0,11.09,0.15,6.0,670,0,0,0,0,0,0,0,0,1,1,0,0,0,0
26.0,0,132310.0,7,20000.0,17.02,0.15,2.0,587,1,0,1,0,0,0,0,0,0,0,0,0,0,1
23.0,0,26791.0,1,5430.0,11.61,0.2,4.0,642,1,0,0,0,0,0,0,0,1,1,0,0,0,0
22.0,1,54238.0,0,12800.0,12.73,0.24,3.0,604,0,0,1,0,0,0,0,0,1,0,0,1,0,0
25.0,1,37005.0,5,3000.0,6.12,0.08,5.0,480,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28.0,1,136395.0,6,18937.0,15.23,0.14,10.0,622,1,0,0,0,1,0,0,0,0,0,0,0,0,1
26.0,0,125983.0,1,19678.0,10.83,0.16,3.0,548,1,0,0,0,1,0,0,0,0,0,0,0,0,1
23.0,1,103203.0,0,4000.0,6.34,0.04,4.0,612,0,0,0,0,0,1,0,0,0,1,0,0,0,0
